Source,Target,Strength
714887712600432640,438829074,3
714943919717396480,16163639,5
714947334,26487169,4
714985182315450368,26487169,3
714985182315450368,471672239,3
715044396,24127811,3
715044396,358545917,3
715198069575327744,715198069575327744,39
715209504493842433,26487169,4
715246427530600449,111216929,4
715351137050710016,26487169,8
715434592925270017,109065990,3
715656934683095041,715198069575327744,3
715981182375223296,2847898283,4
716156428289847296,26487169,6
716312003283787776,734203266964295680,3
716343331,777879358451093504,4
716408971175694336,26487169,3
716418153232908288,2255983068,36
716418247579549696,2751618611,3
716418247579549696,4870642869,7
716418247579549696,733776663708901376,3
716418247579549696,734062356339302400,5
716418247579549696,784825705099956224,3
716500433145966592,26487169,5
716500433145966592,272114651,3
716500433145966592,3914047581,4
716767065890103296,16163639,3
717070029334798336,16163639,6
717080381153894400,18643437,3
717243036,148291255,3
717469170460442626,24127811,3
717766928698253314,2288462990,7
717996161223634944,24127811,5
718091657594421248,26487169,8
718501532203905026,358545917,3
71862569,14505245,3
71862569,3284112337,3
718634951776665600,3890933907,6
718794534579257344,4698013082,4
71892401,26487169,3
718978155327803392,122455671,5
719271649388797952,26487169,3
719276718771412992,26487169,3
719405799521386496,4598517098,6
719548547624861696,109065990,3
719594033752993792,26487169,3
719913518842126336,26487169,4
719965357755138048,471672239,3
720008230412410885,707278892801765377,3
720008230412410885,720008230412410885,7
720288977773694976,3914047581,3
720329131049627648,24127811,4
720559822857486336,26487169,3
720559822857486336,3284112337,3
720559822857486336,3383049855,6
720650605,471672239,4
720720437852803072,109065990,4
720763573387927552,4761064634,3
720933708,720933708,3
721185144,884024311,3
72132436,72132436,6
721737068322271232,2223706189,3
721737068322271232,721737068322271232,41
721992744210550784,279390084,3
722166211115491328,3284112337,3
722481281653673984,466144416,5
722589401822470144,4761064634,3
722977389542707202,23031094,3
724018505134149632,4598517098,3
724237308250185728,3958327401,3
72426152,358545917,5
724315967644295168,2255983068,3
72445782,26487169,7
724477412310847488,471672239,7
725057007967936514,192091856,8
725064846056640512,471672239,4
725076888561979393,358545917,4
725426968888397824,24127811,5
725426968888397824,358545917,4
72577362,4738204860,4
725776399139770368,471672239,3
725787181084594177,707775218643652612,11
725809806095859714,272114651,4
726137975264825345,148291255,4
726236936038440960,26487169,5
726759926320623616,111216929,3
726829962293055488,87229781,3
726865206530347008,26487169,3
727288195939889152,4761064634,3
727472528,18089606,5
727528521980121088,727528521980121088,3
727624715519578112,39344374,3
727701926544969728,18393418,3
728438127119851522,721737068322271232,3
728438127119851522,728438127119851522,4
728598282386198528,471672239,3
728616248439939072,26487169,3
728616248439939072,3284112337,3
728616248439939072,471672239,4
728782203706953735,358545917,3
728820248355332096,728820248355332096,4
729022640313106432,729022640313106432,10
729453298600681472,358545917,7
729605804,471672239,3
729795199497461760,26487169,3
729815811012038657,471672239,4
729866734815993856,26487169,3
729980718798000129,582140844,5
730082931117461504,111216929,3
730268856577466368,26487169,3
730448238998786048,4851276082,3
730448238998786048,779739206339928064,3
730763692007002112,3284112337,7
730865469062680577,358545917,3
730873015269883904,130496027,3
731195365408407552,2534195028,3
731212003361050625,731212003361050625,8
731274479003959296,26487169,5
731299073295142913,111216929,4
731611059774070784,438829074,4
73163090,16163639,4
73163090,26487169,3
731869622434029568,26487169,3
731869622434029568,3914047581,3
732012116,80082384,3
732029704652259328,26487169,3
732462837071642624,24127811,6
732681446444433408,111216929,3
732690243707535360,331376866,4
732980827,347627434,3
733119134641201152,26487169,3
733421930712162306,733421930712162306,5
733483627355328512,26487169,3
733483627355328512,709560846163296257,5
733673281002311682,4761064634,3
733733770680016901,746875038901633024,3
733776663708901376,111216929,9
733795265413545986,26487169,3
733795265413545986,471672239,4
733860272260055040,718056742962073601,3
733866462796877824,148291255,6
733866462796877824,26487169,3
733866462796877824,358545917,3
733866462796877824,471672239,3
733920601,733920601,4
734168909553766405,718056742962073601,4
734192410264096768,734192410264096768,3
734705685284282370,26487169,7
734706090852659200,111216929,5
735148471376830464,750868791752593408,3
735148471376830464,772891119424331776,5
735349460901978112,732779507506020352,4
735542911132110849,471672239,4
735880227486715904,26487169,3
735880227486715904,471672239,4
736664723505086464,26487169,3
736664723505086464,3914047581,3
736707178535358466,16163639,3
736847435314528256,722942823847170048,9
737100147818008576,16163639,3
737429665585856512,737429665585856512,4
737509724,236487888,3
738076293875433473,26487169,5
738187269417406465,26487169,3
738394794951467008,26487169,4
738509183952113664,4761064634,4
738509183952113664,820683806,3
738712955706085377,26487169,4
738759178139770880,20508720,3
738955727339986944,438829074,3
739064956453150721,739064956453150721,4
739315741,26487169,3
739607592,24127811,7
739612517039628288,471672239,3
739947371958808577,900355423,4
740307162665254912,740307162665254912,3
740358125392408576,26487169,4
740379906974978049,26487169,3
740401579556212736,466144416,3
740579098783850496,26487169,3
740685877400244225,740685877400244225,3
740755127330447361,111216929,3
740871504334721024,109065990,5
740994680981204992,111216929,3
741010128904847365,14505245,3
741014536103301121,741014536103301121,33
741014536103301121,770029545642754048,17
741057727338848256,24127811,3
741085101816205312,26487169,3
741085101816205312,741085101816205312,3
741141699561435136,3284112337,3
741393440856903681,26487169,10
741393440856903681,471672239,4
741393440856903681,50769180,3
741779779,3914047581,3
742034642858070017,471672239,3
742043212144095232,26487169,3
742137549263536128,742137549263536128,3
742181053599645696,721737068322271232,4
742349413356474368,26487169,4
74236071,358545917,3
742424902456594432,26487169,3
742597581017128964,14505245,3
742691663693381632,471672239,3
742749379623165955,742749379623165955,3
742914907541274624,358545917,3
743125492224626689,14669951,3
743186109258141696,18643437,3
743186109258141696,358545917,3
743238786813992960,777879358451093504,8
744338263012343808,775113163931054080,4
744367703511572480,24127811,5
744815235106643968,744815235106643968,3
744950188557615104,26487169,4
744950188557615104,462104542,3
74498666,24127811,4
745043754608959488,109065990,3
745210315,471672239,3
745300690524790785,745300690524790785,7
745414485637201921,3367987133,5
745425522,26487169,3
745462603812462592,109065990,3
74565668,26487169,8
745852214493777920,778257194076831744,3
746198124515860481,746198124515860481,3
746199929995988993,26487169,4
746199929995988993,3284112337,3
746345581120004096,714251785183977472,3
746394045878984705,471672239,4
74662993,74662993,4
746723082837057537,471672239,4
746758787436994560,16163639,4
746758787436994560,358545917,4
746772082155995136,26487169,4
746827131859181568,3284112337,3
746840006531092481,16163639,9
746840006531092481,24127811,5
746840006531092481,358545917,5
746840006531092481,438829074,8
746907589967896577,3387188439,3
746907589967896577,4855687055,3
747144457741606912,4761064634,3
747354630888235008,747354630888235008,7
748253412064636928,1367531,3
748253412064636928,26487169,7
748253412064636928,3284112337,5
748253412064636928,471672239,3
748350314894417920,3284112337,3
748350314894417920,471672239,3
748561786023051264,148291255,9
749054038851805184,471672239,3
749125675668348929,26487169,3
749125675668348929,277792122,3
749125675668348929,301656286,3
749455671918297088,26487169,4
749680857061986304,111216929,4
75020778,26487169,3
750355005358501888,750355005358501888,3
750377949065535488,1548975014,3
750417311744421888,26487169,5
750417311744421888,471672239,3
750518836890247168,707775609104113665,4
750750607443685377,750750607443685377,10
750776657523408896,1100110422,3
750776657523408896,26487169,7
750868791752593408,750868791752593408,106
751116997,26487169,4
751204406197153792,4761064634,3
751286534385524736,358545917,3
751482508798103553,471672239,3
751846050906845185,374775473,4
751996334,3284112337,4
751996334,3395964711,3
751996334,471672239,3
752554272433188864,148291255,3
752707728313843712,26487169,4
752707728313843712,471672239,4
752722556789067776,3284112337,3
752841114336493568,2746979823,4
753097999878873088,111216929,6
753205987,4738204860,3
753447939033423873,3914047581,5
753466388,471672239,3
753668889712570369,3284112337,4
753673619708882944,26487169,5
753673619708882944,3367987133,4
753673619708882944,358545917,3
753673619708882944,471672239,3
753728205387862019,26487169,9
753910825396469760,18643437,3
753966845171040258,471672239,3
753971905,90480218,3
754008826446249984,705229345745276928,4
754021502375395328,754021502375395328,4
754119485410406400,24127811,3
754485975896592384,26487169,3
754540404708696064,14505245,4
754540404708696064,358545917,4
754540404708696064,438829074,4
754773365571801090,26487169,3
754791686887399424,1367531,3
754805752083124224,471672239,3
754822052457041920,466144416,4
754974223907430402,2242085304,5
754974223907430402,358545917,3
754974223907430402,438829074,3
755035639293341696,3284112337,4
755038953753804801,471672239,3
755267759982784512,358545917,4
755587407278317569,471672239,4
755597401075752960,24127811,6
755866213411094532,26487169,3
756180291895627776,26487169,3
756251097354776576,236487888,3
756251097354776576,26487169,3
756255958481903618,3387188439,3
756341289361092608,3890933907,3
756558822609678336,429229693,3
756558822609678336,462104542,3
756567239302799360,26487169,3
756691370434256896,471672239,3
756861740059533312,26487169,3
756865850804674560,4074814018,3
756987539517480960,26487169,3
757220239453061120,757220239453061120,5
757274031519363072,750868791752593408,6
757274031519363072,757274031519363072,39
757274031519363072,772891119424331776,3
757282945723932672,26487169,3
757564780404015104,16163639,3
757709658555490305,26487169,4
757780368103731200,24127811,5
757790724712636416,26487169,7
757790724712636416,471672239,3
757798189512531970,169885812,4
757870525137817600,26487169,3
757976461408075776,26487169,3
757987650460680193,49698134,3
757998745724162048,471672239,3
758005542501556224,471672239,4
758009417111576577,471672239,3
758100779769040896,754884880996020225,5
758276525649195008,148291255,17
758384189687336960,471672239,3
758385891073069056,26487169,3
758385891073069056,3284112337,4
758394478331920384,3284112337,3
758473906369900544,3284112337,3
758516694180438017,26487169,5
758606576,24127811,4
758788609415655424,26487169,6
758788609415655424,3383049855,6
758788609415655424,358545917,7
758789247306313729,720219959998201856,3
758853975902871552,26487169,3
758853975902871552,466144416,4
758964734091628544,25539759,3
759050999847714816,26487169,6
759050999847714816,471672239,4
759050999847714816,4769536303,3
759063038683148288,26487169,3
759063038683148288,471672239,4
759067145007398912,26487169,3
759091893938499585,2746979823,3
759201627354128384,39344374,3
759291825425375232,741933090390577152,3
759438057460277250,26487169,5
759740240395460608,759740240395460608,4
759763645534314496,26487169,4
759763645534314496,358545917,3
759790795339685888,26487169,5
759791099455995904,199056422,3
760056838662590464,358545917,3
760090602981629952,24127811,3
760098153307701250,2534195028,3
760098153307701250,26487169,7
760098153307701250,347627434,4
760098153307701250,39344374,3
760098153307701250,471672239,3
760180496995266560,26487169,6
760261767322710016,26487169,4
760261767322710016,471672239,3
760460466732818433,471672239,3
760581860015673344,471672239,3
760598789002584066,4761064634,3
760667704411975680,760667704411975680,28
760770167982948352,26487169,4
760770167982948352,4761064634,3
760797750,130496027,3
760853723052642304,16163639,7
760853723052642304,26487169,5
760853723052642304,471672239,3
761252506836013056,4761064634,3
761425819721871361,26487169,3
761455354278535168,513438857,13
762004868903104512,26487169,3
762062269979164672,21268897,3
762405017244491776,762405017244491776,4
762860219420467201,471672239,3
763044974745182208,358545917,3
763130254231756802,235613882,3
763130254231756802,763130254231756802,3
763136216359329792,26487169,4
763155212596973568,26487169,6
763410558934810624,24127811,7
763410558934810624,358545917,4
763678896994725889,471672239,3
763961842787950592,24127811,4
763963678274138112,3284112337,3
763963678274138112,471672239,4
764211629156290560,26487169,3
764211629156290560,471672239,3
764307049844998144,109065990,3
764307049844998144,471672239,4
764322548754550784,3070465286,3
764322548754550784,915585672,3
764412749485080576,471672239,3
764572902125608960,109065990,4
764572902125608960,15513604,3
764572902125608960,471672239,3
764601704226574336,779739206339928064,3
764601975505911808,3284112337,3
764656460055793665,26487169,3
764769792196620288,764769792196620288,3
764854399927783424,111216929,4
765180995347898368,884024311,4
765219467915919360,148291255,5
765366985651843072,765366985651843072,4
765418607404658688,26487169,3
765707237239119872,471672239,3
765719354570702848,471672239,3
765749691547914241,26487169,4
765962124837486592,4831603043,4
766456202503024640,26487169,4
767249475345580035,40600816,4
768204297351884800,471672239,3
76823835,331057915,7
76864398,111216929,3
768655062587637761,66054233,3
768732372,331057915,4
768848067097354240,26487169,3
769005411605286912,358545917,3
769153639260758016,471672239,3
769302909511163904,358545917,3
769302909511163904,471672239,3
769328584561418244,471672239,3
769504943275466753,471672239,3
770029545642754048,741014536103301121,17
770029545642754048,770029545642754048,64
770064727187791872,358545917,3
770179146299351040,4690856839,3
770264973490675712,26487169,3
770264973490675712,471672239,3
770394595247198208,26487169,7
770798972092948480,26487169,4
770907634832596992,26487169,4
771498116415623169,24127811,3
771500959214215168,24127811,6
771723948090388480,471672239,3
771795931637379072,26487169,3
772108095514406912,733838438,3
772142974255833088,471672239,4
772507708788531201,26487169,5
772835106088189952,331057915,3
772856434362953728,3914047581,3
772896788768559104,750868791752593408,10
772922160364957697,772922160364957697,8
773030309377953792,26487169,4
773144623812186112,471672239,3
773342482465755136,4761064634,4
773721827726229505,26487169,3
773721827726229505,471672239,3
773970968075235328,438829074,3
774074669230071809,200163987,3
774171195050557440,429229693,3
774451196446711810,4761064634,3
774658431261216768,3914047581,4
774658431261216768,471672239,4
774718101623627776,779739206339928064,3
774784071289466880,358545917,4
775090176762585088,358545917,4
775420500034158592,26487169,5
775432673439338497,26487169,3
775432673439338497,471672239,3
775856502645063680,775856502645063680,8
776055774,109065990,5
776510855634530304,26487169,4
776510855634530304,471672239,3
776563523581276162,26487169,4
776563523581276162,471672239,4
776604720555319296,776604720555319296,3
776954977088438272,471672239,3
776998171,2534195028,3
777239255500197888,438829074,3
777304263940714496,109065990,3
777335313467256832,4761064634,3
777496809866420224,777879358451093504,5
777579270336024576,471672239,3
777879358451093504,777879358451093504,4
778396407032086528,26487169,3
778590987169910786,2776821780,3
778744041580093440,4761064634,3
778909283157172232,4761064634,3
778942593803616256,722942823847170048,3
778952146117165056,24127811,6
778952146117165056,358545917,6
779378588957147136,471672239,3
780154419186982912,780154419186982912,4
780829149950726144,109065990,4
780829149950726144,3284112337,3
780891864002072576,109065990,3
780901125662896132,3284112337,4
781287614263488512,2715055093,3
781359752,111216929,3
781603145269075969,277792122,3
781803414606884864,781803414606884864,3
781947890289827840,26487169,3
782051425735933952,4761064634,4
782289872056881154,111216929,3
782377330241003520,4885703096,3
782439353645576192,26487169,3
782439353645576192,471672239,3
782630950278537217,26487169,3
782691404,26487169,5
782691404,471672239,3
783021231683477504,26487169,6
783040740515512324,109065990,4
783114170644303872,783114170644303872,6
783207625324318720,779739206339928064,3
783258449945780224,16163639,3
783408079836700672,26487169,3
783408079836700672,358545917,3
783561210419642368,109065990,3
783561210419642368,16163639,3
783561210419642368,347627434,3
784012530733740032,14505245,3
784026740632920065,769633904777056256,4
784032038286417920,722942823847170048,4
784415426834857984,26487169,4
784560732834828288,2746979823,3
784813082371588096,26487169,3
785386184461717504,331057915,3
785474108356173824,2746979823,3
785565734080425984,16163639,4
785923537643016192,205644304,3
785923537643016192,26487169,3
785923537643016192,4761064634,3
786319145000402944,718056742962073601,3
786354551271981056,148291255,6
786702670497193984,148291255,3
787155383231971328,3914047581,4
788462102,26487169,6
788462102,358545917,3
78968880,78968880,7
789841534661296133,777879358451093504,3
790344848,471672239,3
790799510,24127811,4
790830852,16163639,6
790830852,26487169,5
791357754594172928,111216929,3
793484450,358545917,3
793880558,471672239,3
794574617667141636,2746979823,3
79468315,26487169,3
796881152,763588974,3
797116675,4761064634,5
798530833,16163639,5
799930255,26487169,6
799930255,471672239,4
800276814,236487888,3
800294959,24127811,3
801038802,26487169,7
801114176,471672239,3
801603578,722942823847170048,5
802580628,26487169,3
803227008,24127811,8
806254171,3284112337,3
80626778,109065990,3
809977070,16163639,3
809977070,26487169,5
809977070,471672239,3
81660893,4761064634,3
819599491,126433539,4
820821745,49698134,3
820939880,894097136,3
822225433,26487169,6
823115648,26487169,3
824328062,14505245,3
824328062,236487888,4
824328062,471672239,4
824408047,24127811,3
824754061,16163639,3
825351942,471672239,3
82537416,4872606291,3
82616432,4236806414,3
826407102,3284112337,4
82770282,3284112337,3
82901787,471672239,3
83470215,26487169,6
83470215,39344374,3
839200800,26487169,3
845430516,462104542,3
852011923,471672239,4
855487766,535662805,3
85709411,85738930,3
860337132,4801886474,3
860804286,26487169,4
861076914,111216929,3
861344060,861344060,4
861554198,861554198,5
86158601,471672239,3
862030153,3383049855,3
862030153,471672239,4
862030153,710990834972233728,3
862420494,111216929,3
86378821,3284112337,4
8642882,54744689,6
864764936,471672239,4
86794987,26487169,3
86794987,358545917,3
87133189,24127811,5
871356878,4761064634,4
872975420,236487888,3
873172632,26487169,4
873172632,710990834972233728,3
874369189,45641358,3
874606098,471672239,3
874696423,26487169,3
874759992,26487169,3
874759992,721737068322271232,4
874763028,15513604,5
874763028,471672239,3
883145995,111216929,4
884311340,26487169,5
884311340,3284112337,3
884311340,4698013082,4
884311340,471672239,3
884311340,4761064634,3
884604300,26487169,4
885069144,358545917,3
885446995,3383049855,3
885731743,26487169,3
88765862,3387188439,3
88765862,358545917,4
889033698,884024311,3
889311686,884024311,3
889979617,26487169,3
889979617,3284112337,3
892739288,884024311,3
892794392,884024311,4
892833475,884024311,3
892835882,884024311,3
892944931,884024311,3
892965319,884024311,4
89475542,89475542,3
895625785,26487169,4
895625785,4236806414,3
896218406,49698134,3
896258742,896258742,27
898828255,2746979823,5
901770510,26487169,6
904875612,26487169,4
905530344,471672239,3
905898240,26487169,3
90803598,111216929,3
908203088,471672239,3
912583795,24127811,10
912583795,374775473,5
912760646,471672239,4
91917842,39344374,3
920277535,24127811,4
922510082,884024311,4
924224208,16163639,8
924224208,438829074,3
924224208,471672239,3
92437974,11866582,3
92668150,471672239,3
927073537,19211550,3
927638324,24127811,3
928875248,24127811,4
929430463,781603145269075969,3
929840257,26487169,3
930032755,471672239,3
930250974,26487169,3
930346952,26487169,11
930449774,26487169,3
930449774,4734689232,3
930556002,2242085304,3
930575720,2461452080,5
930575720,358545917,4
930808560,4761064634,3
934612987,26487169,9
934612987,471672239,3
934785902,471672239,3
9349562,14505245,5
936148682,26487169,3
937839451,466144416,3
940534752,111216929,3
94177313,26487169,4
94566513,16163639,3
947980322,111216929,3
950976000,15659909,4
950976000,24127811,3
950976000,26487169,3
952296307,4761064634,3
952836672,2746979823,6
95502178,2733816872,5
958223216,24127811,3
963054205,884024311,4
96444573,331376866,4
965298974,550708707,4
966358014,443806263,3
96655856,96655856,8
966667328,331057915,3
968729916,26487169,3
971110213,26487169,3
97492736,109065990,3
975217231,272114651,4
975217231,708098284473204736,3
975217231,783114170644303872,3
97710257,26487169,3
97793731,16163639,7
97793731,24127811,3
97793731,26487169,4
97793731,358545917,7
97793731,438829074,3
97793731,779739206339928064,5
98275031,26487169,8
98275031,3284112337,5
98275031,471672239,4
98482432,83648788,3
98967516,1426219171,5
98967516,98967516,3
989834077,236487888,3
989834077,431917957,3
993249000,26487169,10
993249000,429229693,4
994386145,109065990,3
