"created_at","twitter_id","screen_name","followers_count","friends_count","retweet_count","favorite_count","in_reply_to_screen_name","twitter_url","text","is_retweet","is_quote"
"2016-11-02T13:37:28Z","793809253303721985","THE_DAILY_BLEAT",2003,1218,0,0,,"http://twitter.com/THE_DAILY_BLEAT/status/793809253303721985","RT @brianmcarey: Sad. How long until we find out that the person who did this is a blacktivist trying to ""start a conversation""? https://t.…",true,true
"2016-11-02T13:37:32Z","793809270043205632","MG_Bledig",74,30,0,0,,"http://twitter.com/MG_Bledig/status/793809270043205632","RT @brianmcarey: Sad. How long until we find out that the person who did this is a blacktivist trying to ""start a conversation""? https://t.…",true,true
"2016-11-02T14:29:29Z","793822342791114752","JoAnnLatham2",106,333,0,0,,"http://twitter.com/JoAnnLatham2/status/793822342791114752","RT @brianmcarey: Sad. How long until we find out that the person who did this is a blacktivist trying to ""start a conversation""? https://t.…",true,true
"2016-11-02T21:59:28Z","793935583542448128","LmDuppins",1102,5001,0,0,,"http://twitter.com/LmDuppins/status/793935583542448128","RT @Blacktivists: NO LIVES MATTER TO HILLARY CLINTON. ONLY VOTES MATTER TO HILLARY CLINTON https://t.co/qq0YNvqe7E",true,false
"2016-11-03T15:30:28Z","794200077778587648","Blacktivist__",707,391,0,0,,"http://twitter.com/Blacktivist__/status/794200077778587648","RT @1942bs: BOY she fresh as hell https://t.co/exKpBqpgm0",true,true
"2016-11-04T06:06:41Z","794420584105000964","sBLACKTIVIST",0,9,0,0,,"http://twitter.com/sBLACKTIVIST/status/794420584105000964","RT @ajplus: A black church in Mississippi was burned and vandalized with ""Vote Trump.""  Police are investigating the incident a… ",true,false
"2016-11-04T06:06:46Z","794420605483384832","sBLACKTIVIST",0,9,0,0,,"http://twitter.com/sBLACKTIVIST/status/794420605483384832","RT @iramfali: media is ready to blame people of color for Trump's win. am not here for it tbh.",true,false
"2016-11-04T06:09:04Z","794421182531563520","sBLACKTIVIST",0,9,0,0,,"http://twitter.com/sBLACKTIVIST/status/794421182531563520","area I live in is almost predominantly filled w/ POC. traveling into other areas w a larger white population is scary when the Trump signs",false,false
"2016-11-04T14:50:43Z","794552462996807680","sBLACKTIVIST",1,90,0,0,,"http://twitter.com/sBLACKTIVIST/status/794552462996807680","RT @csmcdaniel: Days out from the election, we look at the polling on California and Nebraska's death penalty ballot initiatives https://t.…",true,false
"2016-11-05T22:10:50Z","795025606916407298","NoReliefBS",3,1,0,0,,"http://twitter.com/NoReliefBS/status/795025606916407298","RT @Blacktivists: NO LIVES MATTER TO HILLARY CLINTON. ONLY VOTES MATTER TO HILLARY CLINTON https://t.co/qq0YNvqe7E",true,false
